# The building kit — every part the composer may place.
# name  triangles  source
wall-dark-16x1x12-w03                 784  kit:wall dark 16x1x12u wear=0.30 seed=13630816107213324141
wall-dark-16x1x12-w08                 784  kit:wall dark 16x1x12u wear=0.80 seed=13630804012585413820
wall-plaster-16x1x12-w03              304  kit:wall plaster 16x1x12u wear=0.30 seed=11441274382589363338
wall-plaster-16x1x12-w08              304  kit:wall plaster 16x1x12u wear=0.80 seed=11441264486984709439
wall-stone-16x1x12-w03                304  kit:wall stone 16x1x12u wear=0.30 seed=10547361039916069924
wall-stone-16x1x12-w08                304  kit:wall stone 16x1x12u wear=0.80 seed=10547355542357928869
gable-timber-8x1x4-w03                536  kit:gable timber 8x1x4u wear=0.30 seed=15334599311487775423
gable-timber-8x1x4-w08                536  kit:gable timber 8x1x4u wear=0.80 seed=15334609207092429322
gable-plaster-8x1x4-w03               536  kit:gable plaster 8x1x4u wear=0.30 seed=5912556035556642933
gable-plaster-8x1x4-w08               536  kit:gable plaster 8x1x4u wear=0.80 seed=5912561533114783988
gable-timber-8x1x6-w03                536  kit:gable timber 8x1x6u wear=0.30 seed=6070193328590259785
gable-timber-8x1x6-w08                536  kit:gable timber 8x1x6u wear=0.80 seed=6070198826148400840
gable-plaster-8x1x6-w03               536  kit:gable plaster 8x1x6u wear=0.30 seed=3681118199559638843
gable-plaster-8x1x6-w08               536  kit:gable plaster 8x1x6u wear=0.80 seed=3681110502978241366
gable-timber-8x1x8-w03                536  kit:gable timber 8x1x8u wear=0.30 seed=1443083141702647555
gable-timber-8x1x8-w08                536  kit:gable timber 8x1x8u wear=0.80 seed=1443093037307301454
gable-plaster-8x1x8-w03               536  kit:gable plaster 8x1x8u wear=0.30 seed=6185326005019588401
gable-plaster-8x1x8-w08               536  kit:gable plaster 8x1x8u wear=0.80 seed=6185313910391678080
gable-timber-12x1x4-w03               680  kit:gable timber 12x1x4u wear=0.30 seed=8422936532666361526
gable-timber-12x1x4-w08               680  kit:gable timber 12x1x4u wear=0.80 seed=8422944229247759003
gable-plaster-12x1x4-w03              680  kit:gable plaster 12x1x4u wear=0.30 seed=11460676375978191236
gable-plaster-12x1x4-w08              680  kit:gable plaster 12x1x4u wear=0.80 seed=11460670878420050181
gable-timber-12x1x6-w03               680  kit:gable timber 12x1x6u wear=0.30 seed=717919573293300164
gable-timber-12x1x6-w08               680  kit:gable timber 12x1x6u wear=0.80 seed=717914075735159109
gable-plaster-12x1x6-w03              680  kit:gable plaster 12x1x6u wear=0.30 seed=718949261641700982
gable-plaster-12x1x6-w08              680  kit:gable plaster 12x1x6u wear=0.80 seed=718956958223098459
gable-timber-12x1x8-w03               680  kit:gable timber 12x1x8u wear=0.30 seed=3867708628741937778
gable-timber-12x1x8-w08               680  kit:gable timber 12x1x8u wear=0.80 seed=3867716325323335255
gable-plaster-12x1x8-w03              680  kit:gable plaster 12x1x8u wear=0.30 seed=17114805178282163728
gable-plaster-12x1x8-w08              680  kit:gable plaster 12x1x8u wear=0.80 seed=17114817272910074049
gable-timber-16x1x4-w03               824  kit:gable timber 16x1x4u wear=0.30 seed=10506775654885281466
gable-timber-16x1x4-w08               824  kit:gable timber 16x1x4u wear=0.80 seed=10506765759280627567
gable-plaster-16x1x4-w03              824  kit:gable plaster 16x1x4u wear=0.30 seed=14133327541578185832
gable-plaster-16x1x4-w08              824  kit:gable plaster 16x1x4u wear=0.80 seed=14133322044020044777
gable-timber-16x1x6-w03               824  kit:gable timber 16x1x6u wear=0.30 seed=9875206118336916408
gable-timber-16x1x6-w08               824  kit:gable timber 16x1x6u wear=0.80 seed=9875200620778775353
gable-plaster-16x1x6-w03              824  kit:gable plaster 16x1x6u wear=0.30 seed=8685180599743349418
gable-plaster-16x1x6-w08              824  kit:gable plaster 16x1x6u wear=0.80 seed=8685170704138695519
gable-timber-16x1x8-w03               824  kit:gable timber 16x1x8u wear=0.30 seed=14210417972790321806
gable-timber-16x1x8-w08               824  kit:gable timber 16x1x8u wear=0.80 seed=14210408077185667907
gable-plaster-16x1x8-w03              824  kit:gable plaster 16x1x8u wear=0.30 seed=9437914885440697676
gable-plaster-16x1x8-w08              824  kit:gable plaster 16x1x8u wear=0.80 seed=9437926980068607997
roof-thatch-8x8x6-w03                 704  kit:roof thatch 8x8x6u wear=0.30 seed=2998052274893905760
roof-thatch-8x8x6-w08                 704  kit:roof thatch 8x8x6u wear=0.80 seed=2998064369521816081
roof-shingle-8x8x6-w03                320  kit:roof shingle 8x8x6u wear=0.30 seed=16685366324356765688
roof-shingle-8x8x6-w08                320  kit:roof shingle 8x8x6u wear=0.80 seed=16685360826798624633
roof-thatch-8x8x8-w03                 752  kit:roof thatch 8x8x8u wear=0.30 seed=17261295267580322502
roof-thatch-8x8x8-w08                 752  kit:roof thatch 8x8x8u wear=0.80 seed=17261302964161719979
roof-shingle-8x8x8-w03                368  kit:roof shingle 8x8x8u wear=0.30 seed=14786188940717947342
roof-shingle-8x8x8-w08                368  kit:roof shingle 8x8x8u wear=0.80 seed=14786179045113293443
roof-thatch-8x12x8-w03                944  kit:roof thatch 8x12x8u wear=0.30 seed=14460430143568398987
roof-thatch-8x12x8-w08                944  kit:roof thatch 8x12x8u wear=0.80 seed=14460422446987001510
roof-shingle-8x12x8-w03               368  kit:roof shingle 8x12x8u wear=0.30 seed=15896463421161006611
roof-shingle-8x12x8-w08               368  kit:roof shingle 8x12x8u wear=0.80 seed=15896473316765660510
roof-thatch-8x12x12-w03               992  kit:roof thatch 8x12x12u wear=0.30 seed=16546513043480348116
roof-thatch-8x12x12-w08               992  kit:roof thatch 8x12x12u wear=0.80 seed=16546507545922207061
roof-shingle-8x12x12-w03              416  kit:roof shingle 8x12x12u wear=0.30 seed=4322536349070780796
roof-shingle-8x12x12-w08              416  kit:roof shingle 8x12x12u wear=0.80 seed=4322548443698691117
roof-thatch-12x8x6-w03                800  kit:roof thatch 12x8x6u wear=0.30 seed=12945093750855577529
roof-thatch-12x8x6-w08                800  kit:roof thatch 12x8x6u wear=0.80 seed=12945099248413718584
roof-shingle-12x8x6-w03               416  kit:roof shingle 12x8x6u wear=0.30 seed=14314623418320361713
roof-shingle-12x8x6-w08               416  kit:roof shingle 12x8x6u wear=0.80 seed=14314611323692451392
roof-thatch-12x8x8-w03                800  kit:roof thatch 12x8x8u wear=0.30 seed=8195401211586198131
roof-thatch-12x8x8-w08                800  kit:roof thatch 12x8x8u wear=0.80 seed=8195411107190852030
roof-shingle-12x8x8-w03               416  kit:roof shingle 12x8x8u wear=0.30 seed=5576026374768188411
roof-shingle-12x8x8-w08               416  kit:roof shingle 12x8x8u wear=0.80 seed=5576018678186790934
roof-thatch-12x12x8-w03               992  kit:roof thatch 12x12x8u wear=0.30 seed=4773507222890347796
roof-thatch-12x12x8-w08               992  kit:roof thatch 12x12x8u wear=0.80 seed=4773501725332206741
roof-shingle-12x12x8-w03              416  kit:roof shingle 12x12x8u wear=0.30 seed=6782733950680285436
roof-shingle-12x12x8-w08              416  kit:roof shingle 12x12x8u wear=0.80 seed=6782746045308195757
roof-thatch-12x12x12-w03             1040  kit:roof thatch 12x12x12u wear=0.30 seed=5559722127912969273
roof-thatch-12x12x12-w08             1040  kit:roof thatch 12x12x12u wear=0.80 seed=5559727625471110328
roof-shingle-12x12x12-w03             464  kit:roof shingle 12x12x12u wear=0.30 seed=10632935006946009377
roof-shingle-12x12x12-w08             464  kit:roof shingle 12x12x12u wear=0.80 seed=10632922912318099056
roof-thatch-16x8x6-w03                848  kit:roof thatch 16x8x6u wear=0.30 seed=3424657932433345925
roof-thatch-16x8x6-w08                848  kit:roof thatch 16x8x6u wear=0.80 seed=3424663429991486980
roof-shingle-16x8x6-w03               464  kit:roof shingle 16x8x6u wear=0.30 seed=7829896374791854269
roof-shingle-16x8x6-w08               464  kit:roof shingle 16x8x6u wear=0.80 seed=7829884280163943948
roof-thatch-16x8x8-w03                848  kit:roof thatch 16x8x8u wear=0.30 seed=6951777879941447799
roof-thatch-16x8x8-w08                848  kit:roof thatch 16x8x8u wear=0.80 seed=6951770183360050322
roof-shingle-16x8x8-w03               464  kit:roof shingle 16x8x8u wear=0.30 seed=2713992293129152223
roof-shingle-16x8x8-w08               464  kit:roof shingle 16x8x8u wear=0.80 seed=2714002188733806122
roof-thatch-16x12x8-w03              1040  kit:roof thatch 16x12x8u wear=0.30 seed=9704815922280513968
roof-thatch-16x12x8-w08              1040  kit:roof thatch 16x12x8u wear=0.80 seed=9704828016908424289
roof-shingle-16x12x8-w03              464  kit:roof shingle 16x12x8u wear=0.30 seed=1310926833713365048
roof-shingle-16x12x8-w08              464  kit:roof shingle 16x12x8u wear=0.80 seed=1310921336155223993
roof-thatch-16x12x12-w03             1088  kit:roof thatch 16x12x12u wear=0.30 seed=8029835856159014493
roof-thatch-16x12x12-w08             1088  kit:roof thatch 16x12x12u wear=0.80 seed=8029823761531104172
roof-shingle-16x12x12-w03             512  kit:roof shingle 16x12x12u wear=0.30 seed=11351997184364663589
roof-shingle-16x12x12-w08             512  kit:roof shingle 16x12x12u wear=0.80 seed=11352002681922804644
stair-timber-1x4x2-w03                256  kit:stair timber 1x4x2u wear=0.30 seed=2756494672060920197
stair-timber-1x4x2-w08                256  kit:stair timber 1x4x2u wear=0.80 seed=2756500169619061252
stair-stone-1x4x2-w03                 256  kit:stair stone 1x4x2u wear=0.30 seed=996943965953795933
stair-stone-1x4x2-w08                 256  kit:stair stone 1x4x2u wear=0.80 seed=996931871325885612
stair-timber-1x4x3-w03                368  kit:stair timber 1x4x3u wear=0.30 seed=13889996600628181886
stair-timber-1x4x3-w08                368  kit:stair timber 1x4x3u wear=0.80 seed=13889986705023527987
stair-stone-1x4x3-w03                 368  kit:stair stone 1x4x3u wear=0.30 seed=18048846610063913494
stair-stone-1x4x3-w08                 368  kit:stair stone 1x4x3u wear=0.80 seed=18048854306645310971
stair-timber-1x4x5-w03                592  kit:stair timber 1x4x5u wear=0.30 seed=14450910272878153760
stair-timber-1x4x5-w08                592  kit:stair timber 1x4x5u wear=0.80 seed=14450922367506064081
stair-stone-1x4x5-w03                 592  kit:stair stone 1x4x5u wear=0.30 seed=17336362901872082104
stair-stone-1x4x5-w08                 592  kit:stair stone 1x4x5u wear=0.80 seed=17336357404313941049
stair-timber-1x4x7-w03                816  kit:stair timber 1x4x7u wear=0.30 seed=12138672614447017282
stair-timber-1x4x7-w08                816  kit:stair timber 1x4x7u wear=0.80 seed=12138680311028414759
stair-stone-1x4x7-w03                 816  kit:stair stone 1x4x7u wear=0.30 seed=17967932438420447162
stair-stone-1x4x7-w08                 816  kit:stair stone 1x4x7u wear=0.80 seed=17967922542815793263
stair-timber-1x6x2-w03                256  kit:stair timber 1x6x2u wear=0.30 seed=10430531064407551787
stair-timber-1x6x2-w08                256  kit:stair timber 1x6x2u wear=0.80 seed=10430523367826154310
stair-stone-1x6x2-w03                 256  kit:stair stone 1x6x2u wear=0.30 seed=4016860833412417507
stair-stone-1x6x2-w08                 256  kit:stair stone 1x6x2u wear=0.80 seed=4016870729017071406
stair-timber-1x6x5-w03                592  kit:stair timber 1x6x5u wear=0.30 seed=15719406397132328162
stair-timber-1x6x5-w08                592  kit:stair timber 1x6x5u wear=0.80 seed=15719414093713725639
stair-stone-1x6x5-w03                 592  kit:stair stone 1x6x5u wear=0.30 seed=3224504499777973594
stair-stone-1x6x5-w08                 592  kit:stair stone 1x6x5u wear=0.80 seed=3224494604173319695
stair-timber-1x6x7-w03                816  kit:stair timber 1x6x7u wear=0.30 seed=18223605406499252032
stair-timber-1x6x7-w08                816  kit:stair timber 1x6x7u wear=0.80 seed=18223617501127162353
stair-stone-1x6x7-w03                 816  kit:stair stone 1x6x7u wear=0.30 seed=2470352610847841368
stair-stone-1x6x7-w08                 816  kit:stair stone 1x6x7u wear=0.80 seed=2470347113289700313
stair-timber-1x6x9-w03               1040  kit:stair timber 1x6x9u wear=0.30 seed=1827749489858789286
stair-timber-1x6x9-w08               1040  kit:stair timber 1x6x9u wear=0.80 seed=1827757186440186763
stair-stone-1x6x9-w03                1040  kit:stair stone 1x6x9u wear=0.30 seed=693616842102379182
stair-stone-1x6x9-w08                1040  kit:stair stone 1x6x9u wear=0.80 seed=693606946497725283
stair-timber-1x8x7-w03                816  kit:stair timber 1x8x7u wear=0.30 seed=1600477212255580678
stair-timber-1x8x7-w08                816  kit:stair timber 1x8x7u wear=0.80 seed=1600484908836978155
stair-stone-1x8x7-w03                 816  kit:stair stone 1x8x7u wear=0.30 seed=6631920826782938254
stair-stone-1x8x7-w08                 816  kit:stair stone 1x8x7u wear=0.80 seed=6631910931178284355
doorframe-timber-4x1x8-w03            240  kit:doorframe timber 4x1x8u wear=0.30 seed=9408428723212255915
doorframe-timber-4x1x8-w08            240  kit:doorframe timber 4x1x8u wear=0.80 seed=9408421026630858438
doorframe-stone-4x1x8-w03             240  kit:doorframe stone 4x1x8u wear=0.30 seed=11975954013100625491
doorframe-stone-4x1x8-w08             240  kit:doorframe stone 4x1x8u wear=0.80 seed=11975963908705279390
doorframe-timber-4x1x10-w03           240  kit:doorframe timber 4x1x10u wear=0.30 seed=7736697562884840678
doorframe-timber-4x1x10-w08           240  kit:doorframe timber 4x1x10u wear=0.80 seed=7736705259466238155
doorframe-stone-4x1x10-w03            240  kit:doorframe stone 4x1x10u wear=0.30 seed=4955389280698884846
doorframe-stone-4x1x10-w08            240  kit:doorframe stone 4x1x10u wear=0.80 seed=4955379385094230947
doorframe-timber-4x2x10-w03           240  kit:doorframe timber 4x2x10u wear=0.30 seed=5067425573843056173
doorframe-timber-4x2x10-w08           240  kit:doorframe timber 4x2x10u wear=0.80 seed=5067413479215145852
doorframe-stone-4x2x10-w03            240  kit:doorframe stone 4x2x10u wear=0.30 seed=13493322902831306197
doorframe-stone-4x2x10-w08            240  kit:doorframe stone 4x2x10u wear=0.80 seed=13493328400389447252
doorframe-timber-6x1x8-w03            240  kit:doorframe timber 6x1x8u wear=0.30 seed=4702519915461529317
doorframe-timber-6x1x8-w08            240  kit:doorframe timber 6x1x8u wear=0.80 seed=4702525413019670372
doorframe-stone-6x1x8-w03             240  kit:doorframe stone 6x1x8u wear=0.30 seed=11986083865701976749
doorframe-stone-6x1x8-w08             240  kit:doorframe stone 6x1x8u wear=0.80 seed=11986071771074066428
doorframe-timber-6x1x10-w03           240  kit:doorframe timber 6x1x10u wear=0.30 seed=16948705710045731404
doorframe-timber-6x1x10-w08           240  kit:doorframe timber 6x1x10u wear=0.80 seed=16948717804673641725
doorframe-stone-6x1x10-w03            240  kit:doorframe stone 6x1x10u wear=0.30 seed=7955253207638948980
doorframe-stone-6x1x10-w08            240  kit:doorframe stone 6x1x10u wear=0.80 seed=7955247710080807925
doorframe-timber-6x2x10-w03           240  kit:doorframe timber 6x2x10u wear=0.30 seed=5883956420878767711
doorframe-timber-6x2x10-w08           240  kit:doorframe timber 6x2x10u wear=0.80 seed=5883966316483421610
doorframe-stone-6x2x10-w03            240  kit:doorframe stone 6x2x10u wear=0.30 seed=3637954173605397095
doorframe-stone-6x2x10-w08            240  kit:doorframe stone 6x2x10u wear=0.80 seed=3637946477023999618
door-timber-3x1x7-w03                 336  kit:door timber 3x1x7u wear=0.30 seed=13632664629258061638
door-timber-3x1x7-w08                 336  kit:door timber 3x1x7u wear=0.80 seed=13632672325839459115
door-dark-3x1x7-w03                   336  kit:door dark 3x1x7u wear=0.30 seed=12811850087880566893
door-dark-3x1x7-w08                   336  kit:door dark 3x1x7u wear=0.80 seed=12811837993252656572
door-timber-3x1x9-w03                 336  kit:door timber 3x1x9u wear=0.30 seed=17816165710281196512
door-timber-3x1x9-w08                 336  kit:door timber 3x1x9u wear=0.80 seed=17816177804909106833
door-dark-3x1x9-w03                   336  kit:door dark 3x1x9u wear=0.30 seed=7695946006217864847
door-dark-3x1x9-w08                   336  kit:door dark 3x1x9u wear=0.80 seed=7695955901822518746
door-timber-5x1x7-w03                 384  kit:door timber 5x1x7u wear=0.30 seed=8996219147336640056
door-timber-5x1x7-w08                 384  kit:door timber 5x1x7u wear=0.80 seed=8996213649778499001
door-dark-5x1x7-w03                   384  kit:door dark 5x1x7u wear=0.30 seed=1122426780968331943
door-dark-5x1x7-w08                   384  kit:door dark 5x1x7u wear=0.80 seed=1122419084386934466
door-timber-5x1x9-w03                 384  kit:door timber 5x1x9u wear=0.30 seed=13331431001790045454
door-timber-5x1x9-w08                 384  kit:door timber 5x1x9u wear=0.80 seed=13331421106185391555
door-dark-5x1x9-w03                   384  kit:door dark 5x1x9u wear=0.30 seed=10031854164829011445
door-dark-5x1x9-w08                   384  kit:door dark 5x1x9u wear=0.80 seed=10031859662387152500
window-timber-3x1x3-w05               304  kit:window timber 3x1x3u wear=0.50 seed=2811468666572545968
window-dark-3x1x3-w05                 304  kit:window dark 3x1x3u wear=0.50 seed=8684176165001373007
window-timber-3x1x4-w05               304  kit:window timber 3x1x4u wear=0.50 seed=15969350601696859741
window-dark-3x1x4-w05                 304  kit:window dark 3x1x4u wear=0.50 seed=4017298794641741270
window-timber-3x1x6-w05               304  kit:window timber 3x1x6u wear=0.50 seed=12190437763725144051
window-dark-3x1x6-w05                 304  kit:window dark 3x1x6u wear=0.50 seed=6968070487407535188
window-timber-4x1x3-w05               304  kit:window timber 4x1x3u wear=0.50 seed=17361140299620485917
window-dark-4x1x3-w05                 304  kit:window dark 4x1x3u wear=0.50 seed=10648470264867924726
window-timber-4x1x4-w05               304  kit:window timber 4x1x4u wear=0.50 seed=16415613200113500016
window-dark-4x1x4-w05                 304  kit:window dark 4x1x4u wear=0.50 seed=15629609863568289007
window-timber-4x1x6-w05               304  kit:window timber 4x1x6u wear=0.50 seed=6707470568002634546
window-dark-4x1x6-w05                 304  kit:window dark 4x1x6u wear=0.50 seed=6447267374709740185
window-timber-6x1x3-w05               304  kit:window timber 6x1x3u wear=0.50 seed=3296071923368914547
window-dark-6x1x3-w05                 304  kit:window dark 6x1x3u wear=0.50 seed=10132993799789489204
window-timber-6x1x4-w05               304  kit:window timber 6x1x4u wear=0.50 seed=14868059103432330482
window-dark-6x1x4-w05                 304  kit:window dark 6x1x4u wear=0.50 seed=2789057865929723353
window-timber-6x1x6-w05               304  kit:window timber 6x1x6u wear=0.50 seed=12363846899925868080
window-dark-6x1x6-w05                 304  kit:window dark 6x1x6u wear=0.50 seed=11971400354788272175
footing-stone-4x2x2-w03               128  kit:footing stone 4x2x2u wear=0.30 seed=5472797123795278781
footing-stone-4x2x2-w08               128  kit:footing stone 4x2x2u wear=0.80 seed=5472785029167368460
footing-stone-4x2x4-w03               224  kit:footing stone 4x2x4u wear=0.30 seed=24782123355827687
footing-stone-4x2x4-w08               224  kit:footing stone 4x2x4u wear=0.80 seed=24774426774430210
footing-stone-4x4x4-w03               224  kit:footing stone 4x4x4u wear=0.30 seed=3319109949996701517
footing-stone-4x4x4-w08               224  kit:footing stone 4x4x4u wear=0.80 seed=3319097855368791196
footing-stone-8x2x2-w03               224  kit:footing stone 8x2x2u wear=0.30 seed=4035584718179577497
footing-stone-8x2x2-w08               224  kit:footing stone 8x2x2u wear=0.80 seed=4035590215737718552
footing-stone-8x2x4-w03               416  kit:footing stone 8x2x4u wear=0.30 seed=7401424087219436523
footing-stone-8x2x4-w08               416  kit:footing stone 8x2x4u wear=0.80 seed=7401416390638039046
footing-stone-8x4x4-w03               416  kit:footing stone 8x4x4u wear=0.30 seed=6497278822650702969
footing-stone-8x4x4-w08               416  kit:footing stone 8x4x4u wear=0.80 seed=6497284320208844024
footing-stone-12x2x2-w03              272  kit:footing stone 12x2x2u wear=0.30 seed=10269729359503292458
footing-stone-12x2x2-w08              272  kit:footing stone 12x2x2u wear=0.80 seed=10269719463898638559
footing-stone-12x2x4-w03              560  kit:footing stone 12x2x4u wear=0.30 seed=15274135254078266196
footing-stone-12x2x4-w08              560  kit:footing stone 12x2x4u wear=0.80 seed=15274129756520125141
footing-stone-12x4x4-w03              560  kit:footing stone 12x4x4u wear=0.30 seed=18201040452289211738
footing-stone-12x4x4-w08              560  kit:footing stone 12x4x4u wear=0.80 seed=18201030556684557839
fence-timber-6x1x4-w03                256  kit:fence timber 6x1x4u wear=0.30 seed=13202490559446640909
fence-timber-6x1x4-w08                256  kit:fence timber 6x1x4u wear=0.80 seed=13202478464818730588
fence-dark-6x1x4-w03                  256  kit:fence dark 6x1x4u wear=0.30 seed=3281819922637817738
fence-dark-6x1x4-w08                  256  kit:fence dark 6x1x4u wear=0.80 seed=3281810027033163839
fence-timber-6x1x6-w03                320  kit:fence timber 6x1x6u wear=0.30 seed=12449571555795753203
fence-timber-6x1x6-w08                320  kit:fence timber 6x1x6u wear=0.80 seed=12449581451400407102
fence-dark-6x1x6-w03                  320  kit:fence dark 6x1x6u wear=0.30 seed=14894836366522446664
fence-dark-6x1x6-w08                  320  kit:fence dark 6x1x6u wear=0.80 seed=14894830868964305609
fence-timber-8x1x4-w03                256  kit:fence timber 8x1x4u wear=0.30 seed=9231146881923212511
fence-timber-8x1x4-w08                256  kit:fence timber 8x1x4u wear=0.80 seed=9231156777527866410
fence-dark-8x1x4-w03                  256  kit:fence dark 8x1x4u wear=0.30 seed=5845824923338136140
fence-dark-8x1x4-w08                  256  kit:fence dark 8x1x4u wear=0.80 seed=5845837017966046461
fence-timber-8x1x6-w03                320  kit:fence timber 8x1x6u wear=0.30 seed=18221523621799461097
fence-timber-8x1x6-w08                320  kit:fence timber 8x1x6u wear=0.80 seed=18221529119357602152
fence-dark-8x1x6-w03                  320  kit:fence dark 8x1x6u wear=0.30 seed=14998750311333974846
fence-dark-8x1x6-w08                  320  kit:fence dark 8x1x6u wear=0.80 seed=14998740415729320947
fence-timber-12x1x4-w03               256  kit:fence timber 12x1x4u wear=0.30 seed=10976481330751848918
fence-timber-12x1x4-w08               256  kit:fence timber 12x1x4u wear=0.80 seed=10976489027333246395
fence-dark-12x1x4-w03                 256  kit:fence dark 12x1x4u wear=0.30 seed=8062575475236687291
fence-dark-12x1x4-w08                 256  kit:fence dark 12x1x4u wear=0.80 seed=8062567778655289814
fence-timber-12x1x6-w03               320  kit:fence timber 12x1x6u wear=0.30 seed=3463425722314574948
fence-timber-12x1x6-w08               320  kit:fence timber 12x1x6u wear=0.80 seed=3463420224756433893
fence-dark-12x1x6-w03                 320  kit:fence dark 12x1x6u wear=0.30 seed=10294013311233691381
fence-dark-12x1x6-w08                 320  kit:fence dark 12x1x6u wear=0.80 seed=10294018808791832436
